,CORE_CUSTOMER_ID,STORE,STORE_CITY,STORE_ZIP,NUM_SHOP,MSRNAME,USER_NAME,USER_PREFERRED_STORE,USER_CLOSEST_STORE,USER_POSTAL
28,112359217,7074.0,Austin,78701.0,1.0,lakiya   brannon,lakiya brannon,,,
29,118453047,7040.0,Augusta,4330.0,14.0,landry solorio,landry solorio,,,
30,111024509,7097.0,Sacramento,95814.0,5.0,janean coombs,janean coombs,,,
31,112603434,7092.0,Columbia,29217.0,10.0,emely mesa,,,,
32,118885873,7041.0,Helena,59623.0,5.0,zoey ashton,,,,
33,113497472,7078.0,Jefferson,65101.0,,ELROY E BURK,,,,
34,115765061,7065.0,Springfield,62701.0,10.0,joleigh sanborn,,,,
35,112175761,7021.0,Madison,53703.0,4.0,  yashika levin  ,,,,
36,113860698,7004.0,Phoenix,85001.0,,maryelizabeth hay,maryelizabeth hay,,,
37,114610484,7060.0,Jackson,39205.0,,julieanne laird,julieanne laird,,,
38,113763824,7028.0,Montgomery,36104.0,12.0,jennifermarie ambrose stanley,,,,
39,115874983,7058.0,Pierre,57501.0,2.0,rex connors,,,,
40,119637261,7044.0,Harrisburg,17101.0,,JUANALBERTO H BARTHOLOMEW,juanalberto bartholomew,,7044.0,
41,115872692,7046.0,Boston,2201.0,6.0,cerissa robins,cerissa robins,,,
42,111024803,7089.0,Richmond,23219.0,3.0,HORTENSIA V STANLEY,,7089.0,,
43,115683597,7063.0,Olympia,98507.0,,almetra rocco carranza,,,,
44,111763177,7001.0,Albany,12207.0,,VALUE LINK CTS,,,7001.0,
45,113834995,7012.0,Trenton,8608.0,7.0,richard thurston,,,,
46,116908526,7044.0,Harrisburg,17101.0,7.0,IVETT STEINMETZ,,,,
47,119031074,7097.0,Sacramento,95814.0,2.0,shelsea franco devore,shelsea devore,,,
48,118920579,7091.0,Providence,2903.0,,tiffini rohrer,tiffini rohrer,,,
49,113368457,7064.0,Annapolis,21401.0,10.0,jasson hadley,,,,
50,112958417,7012.0,Trenton,8608.0,1.0,nena l velasquez,nena velasquez,,,
51,117993534,7088.0,Bismarck,58501.0,,ikeya mariscal,,,,
52,110838376,7050.0,Salem,97301.0,,jesseca cormier,,,,
53,114167671,7092.0,Columbia,29217.0,14.0,BILLIEJEAN ALFARO,,,,
54,116022695,7012.0,Trenton,8608.0,4.0,ANASTASIOS ZAMBRANO,,,,
55,119513080,7001.0,Albany,12207.0,15.0,seville gandy,,,,
56,119586852,7065.0,Springfield,62701.0,11.0,KRISHANA N JACOBS,,,,
57,113566010,7068.0,Topeka,66603.0,,aleen     orourke,aleen orourke,,,
58,113953752,7049.0,Tallahassee,32301.0,2.0,creighton dubose,,,,
59,111456805,7089.0,Richmond,23219.0,9.0,nanisha rohan benner,nanisha benner,,,
60,116128113,7015.0,Des Moines,50309.0,14.0,maurisa riley braun,,,,
61,114794581,7057.0,Montpelier,5602.0,,landin sage,,,,
62,115006296,7015.0,Des Moines,50309.0,,micahel nathan,,7015.0,,
63,116280074,7092.0,Columbia,29217.0,4.0,cherylynn fisher nemeth,cherylynn nemeth,,,
64,110350708,7038.0,Columbus,43215.0,13.0,shekia lemke,shekia lemke,,,
65,119628498,7088.0,Bismarck,58501.0,2.0,DEMARCO HEZEKIAH TRAPP,,,,
66,117068365,7021.0,Madison,53703.0,1.0,KENTA SHEA,,,,
67,119383422,7092.0,Columbia,29217.0,,semone farias,,,,
68,116090837,7001.0,Albany,12207.0,14.0,deepa viera,deepa viera,,7001.0,
69,119924433,7075.0,Dover,19901.0,,SHELONDA BILLS,,,,
70,119553467,7004.0,Phoenix,85001.0,,CHASE VISA CARDHOLDER,,,7004.0,
71,111332065,7001.0,Albany,12207.0,,octavia c herzog,,,,
72,113061547,7049.0,Tallahassee,32301.0,,andreas foss,,7049.0,,
73,118626252,7061.0,St. Anne,55102.0,13.0,alfonza murray,,,,
74,111447169,7032.0,Nashville,37219.0,,khadija   simon,,,,
75,117383811,7049.0,Tallahassee,32301.0,,TOMEKIA KNOTTS,,,,
76,117078370,7026.0,Honolulu,96813.0,14.0,SARGON HOLLEY,,,,
77,110936731,7060.0,Jackson,39205.0,,tamaine   kirsch,,,,
78,115248886,7088.0,Bismarck,58501.0,8.0,herold valdivia,,,,
79,116786334,7089.0,Richmond,23219.0,15.0,sherrika brady,,,,
80,116323170,7086.0,Carson,89701.0,3.0,anica cyr,,,7086.0,
81,119968491,7075.0,Dover,19901.0,,CHISTOPHER L CULPEPPER,,,,
82,112066508,7089.0,Richmond,23219.0,8.0,HAYLI Y SERVIN,,,,
83,113940616,7007.0,Concord,3301.0,,cornesha b cato,,,,
84,115714188,7040.0,Augusta,4330.0,,VALUE LINK CTS,,,,
85,111711921,7015.0,Des Moines,50309.0,,dirk tallman,,,,
86,112373581,7097.0,Sacramento,95814.0,13.0,,,,,
87,110455931,7087.0,Boise,83702.0,13.0,HAUNANI LIRA,,,,
88,110375503,7063.0,Olympia,98507.0,2.0,MARLINDA M CHAMBERLAIN,marlinda chamberlain,,,
89,116575121,7075.0,Dover,19901.0,3.0,emmalee kyrie dees,,,,
90,110110355,7004.0,Phoenix,85001.0,14.0,myla phillip casillas,,,,
91,117406876,7076.0,Salt Lake City,84111.0,,cali muhammad,cali muhammad,,,
92,110376214,7082.0,Oklahoma,73102.0,,ranson prentice,,,,
93,117636412,7015.0,Des Moines,50309.0,,job franklin lovejoy,,,7015.0,
94,110668434,7004.0,Phoenix,85001.0,,andice madden kilgore,,,,
95,111222323,7058.0,Pierre,57501.0,,rebeka wu,,,,
96,111763685,7068.0,Topeka,66603.0,7.0,dinesh gillespie,,,,
97,111268524,7012.0,Trenton,8608.0,,ASHRAF WENDT,ashraf wendt,,7012.0,
98,111402410,7040.0,Augusta,4330.0,13.0,kurstin raynor,,,,
99,111414911,7032.0,Nashville,37219.0,,KEDRON C SPARKS,kedron sparks,,,
100,118597582,7067.0,Lincoln,68502.0,13.0,youlanda aguirre,,,7067.0,
101,119025714,7076.0,Salt Lake City,84111.0,2.0,CHASE VISA CARDHOLDER,,,,
102,113401992,7001.0,Albany,12207.0,,shrita  mullins,,,7001.0,
103,112663337,7097.0,Sacramento,95814.0,7.0,ATHANASIOS BECK,,,,
104,113444467,7046.0,Boston,2201.0,14.0,RUI TOMLIN,rui tomlin,,7046.0,
105,110112133,7088.0,Bismarck,58501.0,,lindsay mcneely,lindsay mcneely,,,
106,110258260,7037.0,Lansing,48933.0,7.0,bracha k holloman,,,,
107,110687967,7057.0,Montpelier,5602.0,,elias moreland,,,,
108,111422161,7050.0,Salem,97301.0,4.0,trumaine crespo,trumaine crespo,,,
109,117290882,7052.0,Charleston,25301.0,13.0,tanairi ethan holman,tanairi holman,,,
110,117037809,7001.0,Albany,12207.0,3.0,VALUED CUSTOMER,,,,
111,119817922,7045.0,Indianapolis,46225.0,7.0,jamiee mccullough,,,,
112,110328288,7032.0,Nashville,37219.0,,shalea savage,,,,
113,110919286,7007.0,Concord,3301.0,8.0,katheleen bagley,,,7007.0,
114,116461249,7004.0,Phoenix,85001.0,11.0,JOSEH CORDELL,joseh cordell,,,
115,115371718,7015.0,Des Moines,50309.0,12.0,drew wayne keyes,,,,
116,110945704,7045.0,Indianapolis,46225.0,6.0,nira hawes,nira hawes,,,
117,110602975,7091.0,Providence,2903.0,5.0,MELVYN GAYTAN,melvyn gaytan,,7091.0,
118,119174197,7001.0,Albany,12207.0,2.0,,,,,
119,112039291,7055.0,Juneau,99801.0,,ALLYN ROY CAI,allyn cai,,,
120,115660550,7063.0,Olympia,98507.0,,tomas harbin,tomas harbin,,,
121,115004484,7074.0,Austin,78701.0,,shaylynn ermias frantz,,7074.0,7074.0,
122,117694670,7064.0,Annapolis,21401.0,,kedrick logue,,,,
123,111108776,7078.0,Jefferson,65101.0,13.0,NIMESH CUSHMAN,,,,
124,119776601,7050.0,Salem,97301.0,,rebbie judah benner,,,,
125,119516225,7013.0,Baton,70802.0,,,marleina aleman,,,
126,116956012,7049.0,Tallahassee,32301.0,,billiejean   delacruz,,,,
127,118725337,7007.0,Concord,3301.0,,toni finley,,,,
128,110795091,7080.0,Denver,80202.0,1.0,laquana mcgrath,,,,
129,118857910,7051.0,Hartford,6103.0,,,,,,
130,115229233,7004.0,Phoenix,85001.0,,  chana sumpter  ,,7004.0,,
131,119661556,7062.0,Santa,87501.0,7.0,AUDLEY     LUNDY,audley lundy,,,
132,114992987,7045.0,Indianapolis,46225.0,,SHARNE CASPER,sharne casper,,,
133,111803420,7063.0,Olympia,98507.0,,SHAMAR SPURGEON,shamar spurgeon,,,
134,115914194,7045.0,Indianapolis,46225.0,,PADRAIC WAY,,,,
135,113305686,7063.0,Olympia,98507.0,6.0,talea dykes,,,,
136,119523798,7021.0,Madison,53703.0,,graeme  goodin,graeme goodin,,,
137,115040264,7065.0,Springfield,62701.0,,malary cosby,malary cosby,,,
138,113592641,7085.0,Little Rock,72201.0,3.0,ace napier,,,,
139,110021134,7086.0,Carson,89701.0,9.0,jewell case,,,,
140,117773898,7063.0,Olympia,98507.0,10.0,fredrika tice,fredrika tice,,,
141,110560585,7051.0,Hartford,6103.0,,isaih kauffman,,,,
142,115482416,7085.0,Little Rock,72201.0,,diego saavedra,,,,
143,117495101,7001.0,Albany,12207.0,,mareshah mullins,mareshah mullins,,,
144,117231504,7021.0,Madison,53703.0,6.0,JENNILEE BODEN FOX,,,,
145,119085466,7040.0,Augusta,4330.0,,VENA GORDON,,,,
146,117386693,7080.0,Denver,80202.0,,,kenzi dao,,,
147,117409746,7026.0,Honolulu,96813.0,15.0,fue garris,fue garris,,,
148,119420779,7037.0,Lansing,48933.0,,RAMONE TY WORRELL,,,,
149,114509474,7060.0,Jackson,39205.0,1.0,elgin ulises gavin,,7060.0,7060.0,
150,115064556,7061.0,St. Anne,55102.0,11.0,jennylyn s moss,,,,
151,116454685,7097.0,Sacramento,95814.0,,socorro do,,,,
152,115912248,7055.0,Juneau,99801.0,,mika fairchild,,,,
153,110028266,7051.0,Hartford,6103.0,6.0,cigi millan,cigi millan,,,
154,119306574,7052.0,Charleston,25301.0,,kiet barney,,,,
155,111810970,7088.0,Bismarck,58501.0,4.0,jaquilla jaimes,,7088.0,7088.0,
156,112418488,7074.0,Austin,78701.0,,MELCHIZEDEK ARI AYRES,,7074.0,7074.0,
157,110165157,7012.0,Trenton,8608.0,5.0,krystyn morley,,7012.0,,
158,114581453,7024.0,Cheyenne,82001.0,1.0,corynne layne mcfall,corynne mcfall,,,
159,110714745,7058.0,Pierre,57501.0,8.0,ENJOLIE WING,,,,
160,113312069,7089.0,Richmond,23219.0,9.0,janeika m berryman,janeika berryman,7089.0,,
161,117850216,7007.0,Concord,3301.0,,dori river curran,dori curran,,,
162,118894835,7067.0,Lincoln,68502.0,15.0,VALUED CUSTOMER,,,,
163,110660120,7058.0,Pierre,57501.0,7.0,carri kuo,carri kuo,,,
164,110742783,7012.0,Trenton,8608.0,,sherryl dilan marlow,sherryl marlow,,,
165,117925188,7038.0,Columbus,43215.0,15.0,feigy weir,,7038.0,,
166,111335742,7091.0,Providence,2903.0,,sid corrigan,,,7091.0,
167,118561165,7050.0,Salem,97301.0,12.0,JUSTIN WHITCOMB,,,,
168,118539703,7024.0,Cheyenne,82001.0,7.0,,keturah cromer,,7024.0,
169,118236332,7061.0,St. Anne,55102.0,5.0,maghen vaughan,,,,
170,117053313,7085.0,Little Rock,72201.0,,SHADAYA M CARRINGTON,,,,
171,117545576,7044.0,Harrisburg,17101.0,9.0,mckinzie k baer,mckinzie baer,,,
172,115457900,7024.0,Cheyenne,82001.0,,annamary ashby,,,,
173,119850538,7004.0,Phoenix,85001.0,1.0,secret c tidwell,,,7004.0,
174,110389130,7085.0,Little Rock,72201.0,,DISCOVER CARDMEMBER,,7085.0,,
175,116645355,7028.0,Montgomery,36104.0,3.0,farron gallardo,,,,
176,118211319,7096.0,Raleigh,27601.0,8.0,seretha tellez,seretha tellez,7096.0,7096.0,
177,111064258,7013.0,Baton,70802.0,,myeshia wilt,,7013.0,,
178,110307787,7046.0,Boston,2201.0,7.0,erroll steward,,,,
179,114490908,7015.0,Des Moines,50309.0,11.0,SEA VANN,,,,
180,115527093,7032.0,Nashville,37219.0,12.0,danialle luckett,,,,
181,116703250,7028.0,Montgomery,36104.0,,CATHERINE FRANKE,catherine franke,,7028.0,
182,115582547,7064.0,Annapolis,21401.0,3.0,monte   finch,,,,
183,110933012,7026.0,Honolulu,96813.0,3.0,zacariah brockman,zacariah brockman,,,
184,110872185,7012.0,Trenton,8608.0,,ALIKA FLANIGAN,alika flanigan,,7012.0,
185,116909853,7050.0,Salem,97301.0,,ELIZABETHANN KITCHENS,,,,
186,113532836,7064.0,Annapolis,21401.0,,TYSHA REED,tysha reed,,7064.0,
187,119992968,7064.0,Annapolis,21401.0,11.0,carrell hardwick,,,,
188,115384105,7004.0,Phoenix,85001.0,8.0,ximena n burrow,,,,
189,111054376,7021.0,Madison,53703.0,13.0,malcom c bullock,,,,
190,119851142,7045.0,Indianapolis,46225.0,12.0,greyson jarvis,greyson jarvis,,,
191,117372736,7001.0,Albany,12207.0,,BRITISH WEED,british weed,,,
192,116926914,7096.0,Raleigh,27601.0,,BANESSA P TELLEZ,banessa tellez,7096.0,,
193,115858444,7075.0,Dover,19901.0,9.0,thomson caden neri,,,7075.0,
194,112178861,7083.0,Atlanta,30303.0,2.0,LATISIA ALESSANDRO MARTEL,,,,
195,111694334,7037.0,Lansing,48933.0,11.0,,,,,
196,119128963,7057.0,Montpelier,5602.0,2.0,CURTISS SWEENEY,curtiss sweeney,,,
197,116223931,7007.0,Concord,3301.0,2.0,tavarus mohamed peralta,tavarus peralta,,,
198,114617791,7049.0,Tallahassee,32301.0,1.0,RONEE CHIANG,,,,
199,111412277,7049.0,Tallahassee,32301.0,, chisty tavares ,,,,
200,118241671,7058.0,Pierre,57501.0,,martina knudson,,,,
201,115049285,7004.0,Phoenix,85001.0,,onterrio pogue,onterrio pogue,,,
202,110264767,7044.0,Harrisburg,17101.0,,SYLENA CALEB CORDOVA,,,,
203,117430946,7065.0,Springfield,62701.0,2.0,DIANIRA FALLS,dianira falls,,,
204,110380147,7076.0,Salt Lake City,84111.0,7.0,CHARLYE   BURKHOLDER,,,,
205,111486247,7055.0,Juneau,99801.0,5.0,keesha brumfield,,,,
206,116599734,7060.0,Jackson,39205.0,,kellyn stock,,,7060.0,
207,118273300,7063.0,Olympia,98507.0,,benton barragan,,,,
208,118663928,7097.0,Sacramento,95814.0,,KJIRSTEN JAKOB RIGSBY,,,,
209,119999870,7070.0,Frankfort,40601.0,,laquanda felipe mahoney,laquanda mahoney,,,
210,115094651,7089.0,Richmond,23219.0,3.0,KHALEELAH WHYTE,,,,
211,115998585,7038.0,Columbus,43215.0,13.0,phoua conlon,,,,
212,114908040,7089.0,Richmond,23219.0,,laquenta ulises whatley,,,,
213,110129898,7085.0,Little Rock,72201.0,14.0,PAMELLA ZECHARIAH HATTON,,7085.0,,
214,118655308,7080.0,Denver,80202.0,3.0,antonieta quach,,,,
215,119808808,7037.0,Lansing,48933.0,,tauni adonis bedford,tauni bedford,,,
216,115200386,7088.0,Bismarck,58501.0,,rachelle kendall,rachelle kendall,,,
217,118173015,7050.0,Salem,97301.0,11.0,namrata giles,namrata giles,,,
218,110618075,7092.0,Columbia,29217.0,,VALUE LINK CTS,,,,
219,112031988,7058.0,Pierre,57501.0,,   SONALI CANTU   ,,,,
220,111642984,7007.0,Concord,3301.0,6.0,kalee ellison,,7007.0,,
221,119939128,7052.0,Charleston,25301.0,11.0,yulisa baylor roe,yulisa roe,,,
222,112711903,7040.0,Augusta,4330.0,,wally kylo mccracken,wally mccracken,,,
223,117148050,7004.0,Phoenix,85001.0,13.0,LORENZA KNOTT,,,,
224,115074675,7058.0,Pierre,57501.0,,ivery nash,ivery nash,,,
225,119655663,7085.0,Little Rock,72201.0,8.0,grabiela grady trapp,grabiela trapp,,,
226,118380061,7004.0,Phoenix,85001.0,,lashann m hammer,,,,
227,114471743,7067.0,Lincoln,68502.0,11.0,wilhelm schell,wilhelm schell,,,
228,110158587,7089.0,Richmond,23219.0,,kandiss amaro,kandiss amaro,,,
229,110327051,7065.0,Springfield,62701.0,,  bridney danny harter  ,,,,
230,117484353,7041.0,Helena,59623.0,14.0,zacariah giddens,,,7041.0,
231,114353425,7007.0,Concord,3301.0,,hagan kyree bernal,,,,
232,111269627,7091.0,Providence,2903.0,,kiah jordan hyde,,,,
233,117737545,7001.0,Albany,12207.0,,trysta saul dutton,trysta dutton,,,
234,112386095,7082.0,Oklahoma,73102.0,5.0,jalissa jameson medley,,,,
235,115699939,7063.0,Olympia,98507.0,,TYKEISHA DAGOSTINO,,,,
236,110435417,7037.0,Lansing,48933.0,,EJ DORIAN NEELY,,,,
237,113542410,7057.0,Montpelier,5602.0,15.0,priscilla   kyle,priscilla kyle,,,
238,118983130,7052.0,Charleston,25301.0,,PEONY JAXTON AGNEW,peony agnew,,,
239,113667057,7032.0,Nashville,37219.0,15.0,sauel casas,,,,
240,113740536,7091.0,Providence,2903.0,15.0,MARKI PERKINS,marki perkins,,,
241,110257004,7041.0,Helena,59623.0,14.0,KIMBLEY J SEILER,,,7041.0,
242,119674303,7082.0,Oklahoma,73102.0,2.0,,,,,
243,117320873,7065.0,Springfield,62701.0,11.0,taylar arrington,taylar arrington,,,
244,116523347,7064.0,Annapolis,21401.0,,falen chamberlain,falen chamberlain,7064.0,,
245,114689833,7040.0,Augusta,4330.0,2.0,tenequa greenfield,,,,
246,117819134,7092.0,Columbia,29217.0,7.0,terisa edge,,,,
247,114735604,7038.0,Columbus,43215.0,,shermika falcon,,,,
248,114595231,7075.0,Dover,19901.0,,leasha plascencia,,,,
249,112614953,7091.0,Providence,2903.0,15.0,deric     saldana,deric saldana,,,
250,119913666,7012.0,Trenton,8608.0,,catheryn dow,catheryn dow,,,
251,119485323,7074.0,Austin,78701.0,9.0,majorie betz,,,,
252,118933369,7097.0,Sacramento,95814.0,,nakeena santana,nakeena santana,,,
253,110754300,7082.0,Oklahoma,73102.0,4.0,jenaya knapp,jenaya knapp,,,
254,116985066,7049.0,Tallahassee,32301.0,8.0,jayme suarez,,,,
255,113964463,7078.0,Jefferson,65101.0,,KENIKA PUENTES,,7078.0,,
256,111720373,7070.0,Frankfort,40601.0,4.0,mariette milo grijalva,,,,
257,110156398,7074.0,Austin,78701.0,2.0,shanieka samir hernandes,shanieka hernandes,,,
258,112681384,7089.0,Richmond,23219.0,,antrone gideon lundberg,antrone lundberg,,,
259,119517755,7037.0,Lansing,48933.0,14.0,claudell eng,claudell eng,,7037.0,
260,111019074,7013.0,Baton,70802.0,3.0,jezabel ashton,,,,
261,110428445,7015.0,Des Moines,50309.0,15.0,mykia anders bannister,,,,
262,114547644,7032.0,Nashville,37219.0,14.0,rico meza,rico meza,,,
263,115622316,7074.0,Austin,78701.0,,trecia amezcua,trecia amezcua,7074.0,,
264,117306733,7044.0,Harrisburg,17101.0,12.0,jacinto heck,,,,
265,110365908,7085.0,Little Rock,72201.0,,LEONTYNE GALLAGHER,,,,
266,114554377,7087.0,Boise,83702.0,5.0,VISA     CARDHOLDER,,7087.0,,
267,111638451,7062.0,Santa,87501.0,1.0,natalye woods,,,,
268,114916361,7068.0,Topeka,66603.0,,NYAH ALSTON,,,7068.0,
269,116736387,7051.0,Hartford,6103.0,12.0,nadene s whitmire,,,,
270,111539713,7004.0,Phoenix,85001.0,4.0,ashlely abraham pratt,ashlely pratt,,,
271,115369293,7074.0,Austin,78701.0,,MYRLANDE GOODSON,myrlande goodson,,,
272,118658192,7060.0,Jackson,39205.0,,CHASE VISA CARDHOLDER,,,,
273,115247405,7040.0,Augusta,4330.0,,jerimey early,,7040.0,,
274,118103526,7001.0,Albany,12207.0,,venetia schenk,,,,
275,112070809,7004.0,Phoenix,85001.0,,JENNIE   RINCON,,,,
276,116424057,7096.0,Raleigh,27601.0,,CANDAS JUAN MACHADO,candas machado,,,
277,117650433,7013.0,Baton,70802.0,,CHAS RAYAN GOSSETT,,,7013.0,
278,118555741,7041.0,Helena,59623.0,3.0,HERICA COLLIN NATHAN,herica nathan,,,
279,117039427,7060.0,Jackson,39205.0,12.0,curtiss hershberger,,,,
280,115263490,7096.0,Raleigh,27601.0,,tynia peltier,,7096.0,,
281,117636168,7092.0,Columbia,29217.0,4.0,lavina moy,,,,
282,119628337,7096.0,Raleigh,27601.0,,hien siegel,,,,
283,111761583,7001.0,Albany,12207.0,,jamy valdivia,,7001.0,,
284,111815651,7082.0,Oklahoma,73102.0,6.0,TANAE FINNEGAN LACY,,7082.0,,
285,114387570,7060.0,Jackson,39205.0,,VALUED   CUSTOMER,,,,
286,110732020,7028.0,Montgomery,36104.0,,MYOSHA CROSBY,,,7028.0,
287,111577254,7065.0,Springfield,62701.0,,zohra pugh,,,,
288,118734596,7096.0,Raleigh,27601.0,10.0,farhad kai chamberlin,,7096.0,,
289,114245381,7057.0,Montpelier,5602.0,,wanisha jabari amador,,,,
290,111016682,7040.0,Augusta,4330.0,2.0,kellyann   bradford,,7040.0,,
291,118319899,7040.0,Augusta,4330.0,10.0,tammara baer,,,7040.0,
292,119435416,7061.0,St. Anne,55102.0,10.0,velinda nunley,velinda nunley,,,
293,112412166,7046.0,Boston,2201.0,15.0,MARQUELL A GUNDERSON,marquell gunderson,,,
294,114876149,7040.0,Augusta,4330.0,,MAYNARD RICO,,,,
295,113604918,7050.0,Salem,97301.0,,sea tatum pope,sea pope,,,
296,110847331,7061.0,St. Anne,55102.0,15.0,CARLYN DAVID,,,,
297,117130377,7046.0,Boston,2201.0,1.0,adrean  albrecht,,,,
298,115424283,7088.0,Bismarck,58501.0,14.0,VALUE LINK CTS,tuan polanco,,,
299,113297938,7080.0,Denver,80202.0,7.0,keely c mata,,,,
300,117560584,7012.0,Trenton,8608.0,6.0,MAGEN SOLORZANO,,,,
301,119061849,7085.0,Little Rock,72201.0,,COSTAS GAGNE,,,,
302,116370705,7091.0,Providence,2903.0,14.0,tranquilino osullivan,,,,
303,111293950,7080.0,Denver,80202.0,,DAARINA PRENTICE,,7080.0,,
304,113326522,7004.0,Phoenix,85001.0,13.0,bethanie ferris,,,,
305,112907401,7032.0,Nashville,37219.0,12.0,VALUED CUSTOMER,,,,
306,115058248,7080.0,Denver,80202.0,7.0,briam raya,,,,
307,118270291,7061.0,St. Anne,55102.0,,sahil stegall,,,,
308,117937203,7026.0,Honolulu,96813.0,12.0,johnphillip casteel,johnphillip casteel,,,
309,117424776,7032.0,Nashville,37219.0,5.0,heena benitez,,,,
310,110324610,7063.0,Olympia,98507.0,12.0,sharin bell,,,,
311,116217819,7051.0,Hartford,6103.0,,jestin  aguilera,,,,
312,115503984,7026.0,Honolulu,96813.0,,MELANEY V BARBER,,,,
313,117475105,7028.0,Montgomery,36104.0,7.0,chelsia dugan,,,,
314,111771940,7085.0,Little Rock,72201.0,4.0,ELLISE   SANDERS,ellise sanders,,,
315,110350042,7041.0,Helena,59623.0,8.0,ANNEKA   SOWELL,,,,
316,119646007,7063.0,Olympia,98507.0,14.0,jomo asbury,,7063.0,,
317,117653736,7063.0,Olympia,98507.0,8.0,VELVET MAURICE DAILY,velvet daily,,,
318,110593059,7055.0,Juneau,99801.0,11.0,lamara culver,,,7055.0,
319,119618254,7045.0,Indianapolis,46225.0,9.0,seve grogan,seve grogan,,,
320,115741681,7087.0,Boise,83702.0,,REMUS AGEE,,,,
321,118732871,7044.0,Harrisburg,17101.0,7.0,CHESNEY WILDER FERREIRA,chesney ferreira,,,
322,113947137,7007.0,Concord,3301.0,1.0,kandise g broussard,,7007.0,,
323,115616001,7060.0,Jackson,39205.0,,gale ponce,,,,
324,110972519,7061.0,St. Anne,55102.0,1.0,ANNESSA GAONA,,,,
325,114880040,7007.0,Concord,3301.0,,RAFEAL SALERNO,rafeal salerno,,,
326,110912739,7070.0,Frankfort,40601.0,,rey east,,7070.0,,
327,112382958,7060.0,Jackson,39205.0,5.0,travion ocean resendiz,,,,
328,115162045,7037.0,Lansing,48933.0,,lakeia melchor,lakeia melchor,7037.0,,
329,111326695,7024.0,Cheyenne,82001.0,13.0,FARID OSORIO,,,7024.0,
330,117543062,7083.0,Atlanta,30303.0,6.0,kortney     zheng,kortney zheng,,,
331,114520012,7032.0,Nashville,37219.0,8.0,lelia     pina,,,,
332,111650286,7049.0,Tallahassee,32301.0,,vangie he,,,,
333,114033450,7063.0,Olympia,98507.0,11.0,SENAIDA OLIVAREZ,senaida olivarez,,,
334,112980430,7075.0,Dover,19901.0,,khuong r kroll,,,,
335,112547250,7004.0,Phoenix,85001.0,15.0,larisha bowens,larisha bowens,,,
336,119463888,7068.0,Topeka,66603.0,15.0,desmon derrick,,,,
337,119498182,7032.0,Nashville,37219.0,,ernie parsons,ernie parsons,,7032.0,
338,110747863,7021.0,Madison,53703.0,13.0,toussaint hubert,,,,
339,115435025,7092.0,Columbia,29217.0,14.0,FLECIA BIDDLE,flecia biddle,,,
340,116093174,7085.0,Little Rock,72201.0,,saskia baron,,,7085.0,
341,110862683,7064.0,Annapolis,21401.0,,meliss goble,,,,
342,116438009,7040.0,Augusta,4330.0,5.0,kassandra boles,,,,
343,116225649,7015.0,Des Moines,50309.0,,yaser jamie carlisle,,,7015.0,
344,115124349,7074.0,Austin,78701.0,,brandun cupp,,,,
345,111808228,7086.0,Carson,89701.0,10.0,benisha desantis,,,,
